F_code,product,section,raw1,raw2,raw3,raw4,raw5,raw6,raw7,raw8,raw9,raw10,raw11,raw12,raw13,raw14,raw15,raw16,raw17,raw18,raw19,raw20,raw21,raw22,raw23,raw24,raw25,raw26,raw27,raw28,raw29,raw30,raw31,raw32,raw33,raw34,raw35,raw36,raw37,raw38,raw39,raw40,raw41,raw42,raw43,raw44,raw45,raw46,raw47
RCPS0604,큰컵 삼양라면 오리지널,면,소맥분,변성전분,팜유,정제염,미감에스유,양파엑기스,면류첨가알칼리제,구아검,비타민B2,구연산,녹차풍미유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPS0604,큰컵 삼양라면 오리지널,스프류,부대찌개베이스,정제염,감칠맛베이스에스,정백당,비프조미분말,아미노산간장분말,양지맛무국베이스,햄맛분말,간장조미분말,마늘분말,베이컨향분말,후추분,향미증진제,매운조미고추맛분,파프리카추출물,대두유,양념간장분,지미강화베이스분말,이스트엑기스분말,청경채,햄맛후레이크,실당근,건파,,,,,,,,,,,,,,,,,,,,,,,,
RCPB0213,큰컵 짜장불닭볶음면,면,소맥분,변성전분,팜유,활성소맥글루텐,정제염,미감에스유,양파엑기스,면류첨가알칼리제,구아검,비타민B2,구연산,녹차풍미유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPB0213,큰컵 짜장불닭볶음면,스프류,정제수,춘장,정백당,삼양간장본,양파,대두유,혼합전지분유,그릴치킨농축액,치킨향분말,모짜렐라치즈분말,하바네로맛시즈닝,매운고추베이스분말,크림맛분말,변성전분,카라멜색소,맛베이스에스,마늘,버터시즈닝분말,정제염,지미강화육수분말,조미콩단백분,탈색칠리추출물,식물성크림분말,짜장분말,파프리카추출물,양파분,고과당,마늘분말,향미증진제,후추분,신미제,유산균발효분말,건당근,건양배추,양파후레이크,조미비프맛후레이크,동결건조완두콩,,,,,,,,,,
RCPB0214,큰컵 쫄볶이 불닭볶음면,면,변성전분,소맥분,팜유,활성소맥글루텐,정제염,미감에스유,양파엑기스,면류첨가알칼리제,구아검,녹차풍미유,비타민B2,구연산,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPB0214,큰컵 쫄볶이 불닭볶음면,스프류,정백당,정제수,태양초고추장,삼양간장본,그릴치킨농축액,고과당,하바네로맛시즈닝,대두유,치킨향분말,매운고추베이스분말,마늘,변성전분,양파,파프리카추출물,탈색칠리추출물,정제염,후추분,잔탄검,유산균발효분말,별미튀김,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPB0215,큰컵 치즈불닭볶음면,면,소맥분,변성전분,팜유,활성소맥글루텐,정제염,미감에스유,양파엑기스,면류첨가알칼리제,구아검,비타민B2,구연산,녹차풍미유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPB0215,큰컵 치즈불닭볶음면,스프류,정제수,매운치즈소스,삼양간장본,정백당,치킨향분말,대두유,하바네로맛시즈닝,양파,맛베이스에스,매운고추베이스분말,마늘,변성전분,지미강화육수분말,탈색칠리추출물,고추분,파프리카추출물,후추분,치킨카레맛베이스,유산균발효분말,모짜렐라치즈분말,볶음참깨,구운김후레이크,,,,,,,,,,,,,,,,,,,,,,,,,
RCPB0216,큰컵 크림까르보불닭볶음면,면,소맥분,변성전분,팜유,활성소맥글루텐,정제염,미감에스유,양파엑기스,면류첨가알칼리제,구아검,"토코페롤혼합분말에스{덱스트린,d-토코페롤,시클로덱스트린,유화용전분믹스}",비타민B2,구연산,녹차풍미유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPB0216,큰컵 크림까르보불닭볶음면,스프류,정제수,혼합전지분유,정백당,매운치즈소스,크림맛분말,그릴치킨농축액,치킨향분말,정제염,대두유,크림치즈탕시즈닝,하바네로맛시즈닝,모짜렐라치즈분말,양파,맛베이스에스,매운고추베이스분말,버터시즈닝분말,혼합치즈분말,마늘,고추씨향미유,변성전분,지미강화육수분말,파슬리후레이크,탈색칠리추출물,파프리카추출물,후추분,치킨카레맛베이스,유산균발효분말,,,,,,,,,,,,,,,,,,,,
RBJB0217,핵불닭볶음면,면,소맥분,변성전분,팜유,활성소맥글루텐,정제염,미감에스유,면류첨가알칼리제,구아검,녹차풍미유,비타민B2,구연산,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJB0217,핵불닭볶음면,스프류,정제수,삼양간장본,정백당,그릴농축액,치킨향분말,하바네로맛시즈닝,매운고추베이스분말,대두유,양파,탈색칠리추출물,마늘,고추씨향미유,변성전분,지미강화육수분말,고추분,파프리카추출물,후추분,치킨카레맛베이스,유산균발효분말,볶음참깨,구운김후레이크,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPE3002,가쓰오 우동왕뚜껑,면,밀가루,팜유,변성전분,감자전분,정제염,감미유,글루텐,면조미양념액,양파농축액,면미소,구아검,인산염,녹차풍미액,비타민 B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPE3002,가쓰오 우동왕뚜껑,스프류,정제염,설탕,덱스트린,가쓰오조미과립,L-글루타민산나트륨,양조간장분말,가쓰오베이스분말,간장조미분말,고농축간장분말,멸치베이스분말,무즙분말,다시마엑기스분말,해산물분말,효모조미액분말,제삼인산칼슘,카라멜색소,고춧가루,표고버섯엑기스분말B,디포리멸치분말,흑후추가루,호박산이나트륨,대두기름,5-리보뉴클레오티드이나트륨,가쓰오부시분말,별미튀김6호,반달핑크건조어묵,건파,건미역,김,,,,,,,,,,,,,,,,,,
RCPG0800,공화춘 삼선짬뽕컵,면,밀가루,양파농축액,팜유,면미소,감자전분,구아검,변성전분,인산염,정제염,녹차풍미액,감미유,비타민 B2,글루텐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPG0800,공화춘 삼선짬뽕컵,스프류,정제염,새우분말,L-글루타민산나트륨,홍합엑기스분말,설탕,맛나베이스분말,볶음씨즈닝분말,고춧가루,짬뽕맛베이스,볶음양념분말,해물짬뽕분말,미더덕엑기스분말,오징어조미분말,흑후추가루,간장분말,이산화규소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPB0500,빅3 볶음김치면,면,밀가루,결면제,팜유,감자전분,구아검,변성전분,인산염,감미유,알긴산프로필렌글리콜,정제염,비타민 B2(리보플라빈),글루텐,녹차풍미액,야채풍미액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPB0500,빅3 볶음김치면,스프류,매운조미고추맛분,L-글루타민산나트륨,조미마늘분-3,백설탕,풍미조미료,볶음고추분말,제3인산칼슘,조미간장양념분,흑후추가루,구운소금,생강풍미분말,조미분에이,호박산이나트륨,복합조미식품(김치찌개분말Ⅳ),포도당,5-리보뉴클레오티드이나트륨,간장조미분말,파프리카추출색소,덱스트린,DL-사과산,복합조미식품(조미맛분),소고기조미분말,복합조미식품(양파간장복합분말),링홍고추,건파,반달핑크건조어묵,계란맛어포,김치,대두기름,KMU-2(변성전분),제3인산칼슘,정제수,,,,,,,,,,,,,,,
RCPE1900,오모리 김치찌개라면,면,밀가루,팜유,변성전분,감자전분,감미유,정제염,면미소,야채풍미액,구아검,인산염,녹차풍미액,비타민 B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPE1900,오모리 김치찌개라면,스프류,정제염,L-글루타민산나트륨,볶음고추분말,육수풍미분말,돼지뼈농축분말,김치찌개분말,설탕,김치스프베이스,김치맛분말,복합간장조미분말,간장분말,사골,된장,마늘양념분말,분말된장,고추장양념분말,청양고추엑기스분말,DL-사과산,흑후추가루,제삼인산칼슘,매운양념분말2호,지용성파프리카,조미양파분,5-리보뉴클레오티드이나트륨,호박산이나트륨,마늘향오일,건파,건조양파,건조마늘,건홍피망,김치(종가집맛김치),식용돈지,소스(오모리김치양념),복합조미식품(지미베이스),변성전분,제3인산칼슘,정제수,,,,,,,,,,
RBJE2900,일품짜장면,면,밀가루,팜유,변성전분,감자전분,정제염,감미유,면미소,양파농축액,구아검,인산염,녹차풍미액,비타민 B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJE2900,일품짜장면,스프류,정제수,양파,영화춘장,감자,양배추,돼지지방,설탕,돼지고기,대두기름,KMU,찰옥수수전분,복합감칠맛분말,생강농축액,글리신,5-리보뉴클레오티드이나트륨,정제염,닭육수M,탄산수소나트륨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJT0300,틈새라면 빨계떡,면,밀가루,팜유,감자전분,변성전분,정제염,글루텐,감미유,시즈닝조미액,결면제,구아검,인산염,녹차풍미액,비타민 B2,알긴산프로필렌글리콜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJT0300,틈새라면 빨계떡,스프류,정제염,설탕,L-글루타민산나트륨,5-리보뉴클레오티드이나트륨,호박산이나트륨,조미맛분말,매운풍미분,고춧가루,매운맛베이스,양념소고기맛분말,소고기조미분말,소고기전골-에스,장국베이스,불고기맛분말,조미분에이,소고기맛분말,핫스파이스분말,양조간장분말,조미마늘분-3,사골설렁탕분말,표고버섯엑기스분말B,고춧가루,매운양념분말2호,흑후추가루,효모조미액분말,비프시즈닝오일,파프리카추출색소,복합조미식품(우마미베이스),복합조미식품(핫베이스분말),제3인산칼슘(산도조절제),,,,,,,,,,,,,,,,,
RCPE3001,팔도 김치왕뚜껑,면,밀가루,팜유,변성전분,감자전분,감미유,정제염,글루텐,야채풍미액,결면제,씨즈닝엑기스,구아검,인산염,녹차풍미액,알긴산프로필렌글리콜,비타민 B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPE3001,팔도 김치왕뚜껑,스프류,구운소금,L-글루타민산나트륨,볶음고추분말,설탕,가공유장분,돼지뼈농축분말,간장조미분말,김치스프베이스,고추장양념분말,분말된장,포도당,조미마늘분-3,DL-사과산,흑후추가루,조미양파분,조미맛분말,5-리보뉴클레오티드이나트륨,호박산이나트륨,카라멜색소,파프리카추출색소,마늘향오일,올레오레진캡시컴,건당근,계란맛찜,조미대두단백,건파,건조김치,,,,,,,,,,,,,,,,,,,,
RCPE3000,팔도 왕뚜껑,면,밀가루,변성전분,감자전분,밀글루텐,소스(야채브로스),소스(야채풍미액),정제소금,면류첨가알칼리제(결면제),구아검,산도조절제(인산염),알긴산프로필렌글리콜,비타민 B2(리보플라빈),기타 식용유지가공품(감미유S),팜유,기타가공품(녹차풍미액),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPE3000,팔도 왕뚜껑,스프류,설탕,5-리보뉴클레오티드이나트륨,호박산이나트륨,고춧가루(고추분말),복합조미식품(간장조미분말),복합조미식품(풍미베이스),복합조미식품(볶음소금),복합조미식품(복합간장조미분말),복합조미식품(쇠고기맛분),복합조미식품(핫베이스분말),복합조미식품(양념간장액분말),복합조미식품(돈골농축분말),복합조미식품(조미분에이),복합조미식품(매운탕분말),복합조미식품(사골엑기스분말),기타가공품(매운양념분말),복합조미식품(고풍미쇠고기맛분말),복합조미식품(다대기베이스분),복합조미식품(쇠고기엑기스분말),복합조미식품(진국쇠고기분말),복합조미식품(감칠맛조미분),복합조미식품(우마미베이스),향신료조제품(흑후추분말),복합조미식품(조미맛분),복합조미식품(생강풍미분말),제3인산칼슘,파프리카추출색소(지용성파프리카),복합조미식품(소고기맛조미후레이크),과채가공품(실당근),과채가공품(청경채),복합조미식품(계란지단),건파,건조피망(건홍피망후레이크),건표고버섯(건표고갓후레이크),,,,,,,,,,,,,
RBJT0301,팔도 틈새라면 매운김치,면,밀가루,변성전분,감자전분,밀글루텐,소스(시즈닝조미액),정제소금,면류첨가알칼리제(결면제),구아검,산도조절제(인산염),알긴산프로필렌글리콜,비타민 B2(리보플라빈),기타 식용유지가공품(감미유S),팜유,기타가공품(녹차풍미액),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJT0301,팔도 틈새라면 매운김치,스프류,L-글루탐산나트륨,백설탕,복합조미식품(우마미베이스),호박산이나트륨,5-리보뉴클레오티드이나트륨,고춧가루(고춧가루(매운맛-1)),고춧가루(고추분말),복합조미식품(양념소고기맛분말),복합조미식품(쇠고기조미분말),복합조미식품(불고기맛분말),복합조미식품(장국베이스),복합조미식품(핫스파이스분말),복합조미식품(조미분에이),복합조미식품(소고기전골S),복합조미식품(매운풍미분),기타가공품(매운양념분말2호),복합조미식품(양조간장분말),복합조미식품(매운맛베이스),복합조미식품(핫베이스분말),복합조미식품(효모조미액분말),향신료조제품(흑후추분말),복합조미식품(조미맛분),DL-사과산(DL-사과산),복합조미식품(김치국물베이스),제3인산칼슘,향미유(비프시즈닝오일),파프리카추출색소(지용성파프리카),과채가공품(건조김치S),과채가공품(링파),과채가공품(건청경채),고춧가루(고추입자2호),,,,,,,,,,,,,,,,
RCPT0400,팔도김치도시락,면,밀가루,팜유,감자전분,변성전분,정제염,감미유,글루텐,야채풍미액,결면제,구아검,인산염,녹차풍미액,비타민 B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPT0400,팔도김치도시락,스프류,정제염,맛베이스,설탕,볶음고추분말(볶음고추분말2),분말된장,조미마늘분-3,제3인산칼슘,진한감칠맛분,호박산이나트륨,5-리보뉴클레오티드이나트륨,파프리카추출색소,건파,건당근,알긴산프로필렌글리콜,복합조미식품(돈골농축분말),복합조미식품(김치찌개분말4),복합조미식품(육수풍미분말),복합조미식품(간장조미분말),복합조미식품(김치맛분말),복합조미식품(김치국물베이스),복합조미식품(복합간장조미분말),복합조미식품(고추장양념분말),복합조미식품(김치스프베이스),복합조미식품(세이보리분말),DL-사과산,복합조미식품(조미양파분),흑후추가루,글리신,복합조미식품(매운양념분말2호),식품첨가물혼합제제(NAMINO),복합조미식품(감칠맛조미분),식육또는알가공품(건조지단W),건조김치,,,,,,,,,,,,,,
RBJT0500,팔도비빔면,면,소맥분,팜유,감자전분,정제염,감미유S,"면류첨가알칼리제(탄산칼륨,탄산나트륨,피로인산나트륨)",구아검,산도조절제,녹차풍미액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJT0500,팔도비빔면,스프류,정제수,맛있는순창고추장,양념간장액,정제염,덱스트린,고춧가루,식초,홍고추엑기스,맛베이스,사과농축과즙,마늘엑기스,통참깨참기름,겨자분말,효모추출물,산도조절제,양파농축액,혼합야채엑기스,파프리카추출색소,구아검,향미증진제,참깨,김,만두향미유,설탕,,,,,,,,,,,,,,,,,,,,,,,
DHDB0100,Premium비타500로열폴리스,전체,정제수,기타과당,농축사과과즙(당도 72Brix°이상),비타민 C,벌꿀,합성향료(드링크향),구연산,"로얄젤리제품(생로열젤리60.6%, 덱스트린39.4%)",재제소금(재제조소금),효소처리스테비아,구연산삼나트륨,"기타가공품(수용성프로폴리스추출물[프로폴리스추출물, 폴리소르베이트20 합계 100%])",글루콘산아연,펙틴,타우린,DL-사과산,"오렌지추출물(오렌지농축과즙액, 시트로후레쉬농축액 합계 100%)",비타민 B2,용성비타민P,배농축액,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATG0900,광동 대추쌍화,전체,생강쌍화농축액(고형분 55% 이상),대추농축액(고형분 60%이상),생강농축액(고형분 18%이상),기타과당,흑 설 탕,농축사과과즙,말토덱스트린,생강엣센스,구연산,구연산삼나트륨,귤피추출농축액,제재염,펙틴,산 탄 검,감초추출물,효소처리스테비아,정 제 수,당시럽류(당밀(molasses)),대추향,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHDG0901,광동 복분자,전체,정제수,액상과당,복분자농축액(복분자딸기농축액 (당도 5 Brix 이상)),구연산,복분자향,DL-사과산,구연산삼나트륨,재제소금(재제조소금),비타민 C,펙틴,효소처리스테비아,로즈마리추출물,이소말토올리고당,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATG0902,광동 생강쌍화,전체,생강쌍화농축액(고형분 5.5%),생강농축액(고형분 0.18%),기타과당,흑설탕,농축사과과즙,생강엣센스,말토덱스트린,당밀,구연산,구연산삼나트륨,잔탄검,펙틴,효소처리스테비아,정제수,시클로덱스트린시럽,감초추출물(감초정제물),재제소금(재제조소금),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATG0903,광동 쌍화골드,전체,쌍화골드농축액(고형분 5.5%),액상과당,구연산,구연산삼나트륨,제재염,펙틴,잔탄검,정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHDG0904,광동 아이루테인10 Lu-10,전체,정제수,기타과당,설탕,마리골드색소,과채가공품(열대혼합과일농축액),구연산,기타가공품(유니스타),합성향료(그라비올라향),L-아르지닌,합성향료(드링크향),구연산삼나트륨,비타민 C,DL-사과산,과채가공품(몽크후르츠농축과즙),스테비올배당체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATG0905,광동 진쌍화,전체,진쌍화농축액(고형분 5.5%),액상과당,흑설탕,구연산,구연산삼나트륨,잔탄검,펙틴,정제수,재제소금(재제조소금),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHDG0906,광동 홍삼꿀D,전체,정제수,말티톨시럽,사양벌꿀,액상과당,백설탕,허브향,말토덱스트린,벌꿀향,"홍삼농축액(홍삼사포닌 70mg/g, 고형분 50%이상)",구연산,구연산삼나트륨,비타민 C,효소처리스테비아,글리신,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHDB0101,비타500,전체,정제수,액상과당,농축사과과즙,비타민 C,구연산,드링크향,재제소금(재제조소금),효소처리스테비아,구연산삼나트륨,펙틴,글루콘산아연,타우린,DL-사과산,"오렌지추출물(오렌지농축과즙액, 시트로후레쉬농축액 합계 100%)","히알루론산-KD(히알루론산, 덱스트린 합계 100%)",비타민 B2,니코틴산아미드,판토텐산칼슘,용성비타민P,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHDB0102,비타500 A.C.E,전체,정제수,기타과당,농축사과과즙,비타민 C,구연산,드링크향,재제소금(재제조소금),효소처리스테비아,판토텐산칼슘,니코틴산아미드,용성비타민P,구연산삼나트륨,펙틴,글루콘산아연,타우린,DL-사과산,혼합제제비타민E분말,혼합제제,오렌지추출물,비타민 B2,감초추출물,,,,,,,,,,,,,,,,,,,,,,,,,,
DHDB0103,비타500칼슘,전체,정제수,액상과당,농축사과과즙(당도 72 Brix 이상),비타민 C,구연산,드링크향,효소처리스테비아,재제소금(재제조소금),구연산삼나트륨,"퓨라칼(글루콘산칼슘 50%, 젖산칼슘 50% 합계 100%)",펙틴,DL-사과산,타우린,"오렌지추출물(오렌지농축과즙액, 시트로후레쉬농축액 합계 100%)",비타민 B2,니코틴산아미드,판토텐산칼슘,용성비타민P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DACM0600,맥스웰하우스 싱글카페 카푸치노,전체,정제수,설탕,혼합분유,인스턴트커피(맥심오리지날),유크림,탄산수소나트륨,유화제,합성착향료(초콜릿향),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DACM0700,맥심 에스프레소 T.O.P 더 블랙,전체,맥심에스프레소커피추출액,정제수,커피향,비타민 C,탄산칼륨(무수)(탄산칼륨),커피추출액(고형분 5%이상),헤미셀룰라아제,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DACM0701,맥심 에스프레소 T.O.P 마스터 라떼,전체,에스프레소 커피추출액(맥심 에스프레소 커피추출액),정제수,우유,설탕,유크림,혼합분유,탄산칼륨(무수),유화제,비타민 C,커피추출액(고형분 5%이상),헤미셀룰라아제,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DACM0702,맥심 에스프레소 T.O.P 스위트 아메리카노,전체,에스프레소 커피추출액(맥심에스프레소커피추출액),정제수,설탕,탄산칼륨(무수)(탄산칼륨),향료(커피향)(커피향),비타민 C,커피추출액(고형분 5%이상),헤미셀룰라아제,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHDS1300,스타벅스 시그니처 초콜릿 드링크,전체,우유,정제수,설탕,초콜릿(시그니처 초콜릿 파우더),코코아분말,유화제,합성향료(초콜릿향),탄산수소나트륨,혼합제제,정제소금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DACS1301,스타벅스 파이크 플레이스 로스트 블랙 커피,전체,정제수,커피추출액(스타벅스 파이크 플레이스 로스트 커피추출액(고형분 5%이상)),탄산칼륨(고시형),비타민 C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DACS1302,스타벅스 프라푸치노 모카,전체,정제수,우유,커피추출액(스타벅스 커피추출액),설탕,혼합분유,유크림,탄산칼륨(고시형)(탄산칼륨),비타민 C,유화제(유화제1),유화제(유화제2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DACS1303,스타벅스 프라푸치노 카라멜향,전체,정제수,우유,설탕,커피추출액(스타벅스 커피추출액),혼합분유,유크림,커피분말(콜롬비안 커피파우더),탄산칼륨(고시형)(탄산칼륨),코코아분말,비타민 C,유화제(유화제1),유화제(유화제2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DACS1304,스타벅스 프라푸치노 커피,전체,정제수,우유,설탕,혼합분유,유크림,커피분말(콜롬비안 커피파우더),탄산칼륨(고시형)(탄산칼륨),합성향료(카라멜향),커피분말(이탈리안식 커피파우더),비타민 C,유화제(유화제1),유화제(유화제2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHDJ0700,제티 쵸코렛맛 드링크 CAN,전체,정제수,설탕,혼합분유,유크림,코코아분말,유화제,혼합제제,잔탄검,정제소금,바닐린,탄산수소나트륨,혼합제제,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSN0200,나랑드사이다,전체,탄산가스,난소화성말토덱스트린(고시형),정제소금,레몬농축과즙,DL-사과산,구연산,염화칼륨,젖산칼슘,구연산삼나트륨,아세설팜칼륨,수크랄로스,레몬라임향(17763),후르츠향(OT-45152),레몬라임향(AG-F-0493),레몬라임향(NR-13809),레몬라임향(#2 SF-13364),레몬라임향(EL-77140),정제수,레몬라임향(0103172),,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSD0200,데미소다 레몬,전체,백설탕,액상과당,레몬농축과즙,레몬퓌레,탄산가스,구연산,아카시아검(고시형)(아카시아 식이섬유),아세설팜칼륨,수크랄로스,레몬향(OK-15301),정제수,라임향(A-71014),후르츠향(22-0068),후르츠향(Enhancer No.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSD0201,데미소다 복숭아,전체,백설탕,액상과당,복숭아농축과즙,과채가공품(클라우디 백도농축액),탄산가스,구연산,정제소금,아카시아검(고시형)(아카시아식이섬유),복숭아향(1710138),복숭아향(OT-49492),복숭아향(OT-DP),복숭아향(G-5816-A),아세설팜칼륨,수크랄로스,정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSD0202,데미소다 애플,전체,백설탕,액상과당,농축사과과즙,탄산가스,구연산,아카시아검(고시형)(아카시아 식이섬유),아세설팜칼륨,수크랄로스,사과향(A-63061),정제수,사과향(A-51487),후르츠향(No.1),후르츠향(22-0068),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSD0203,데미소다 오렌지,전체,백설탕,액상과당,만다린농축과즙,오렌지농축과즙,자몽농축과즙,탄산가스,구연산,정제소금,비타민 C,아세설팜칼륨,수크랄로스,오렌지향(G-5290-OB),오렌지향(OT-49716),오렌지향(FAC-25267),정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSD0204,데미소다 자몽,전체,백설탕,액상과당,자몽농축과즙,자몽농축과즙(레드자몽농축과즙),탄산가스,구연산,토마토색소(C-4050),아카시아검(고시형)(아카시아 식이섬유),비타민C(고시형),아세설팜칼륨,수크랄로스,시트러스향(JL70182[천연]),자몽향(11701),나린진,정제수,자몽향(OT-48068),자몽향(JL32651),자몽향(JL66844),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSD0205,데미소다 청포도,전체,백설탕,액상과당,백포도농축과즙,키위농축액(골든키위농축액),메타인산나트륨,구연산,DL-사과산,구연산삼나트륨,시트러스향(J-14),정제소금,아세설팜칼륨,수크랄로스,탄닌산,그린칼라(C-4479),청포도향(AF9163),청포도향(1809457),청포도향(DA1809),청포도향(NR-15261),후르츠향(Enhancer No.1),정제수,이산화탄소,,,,,,,,,,,,,,,,,,,,,,,,,,
DATD0400,데자와 로얄 밀크티,전체,정제수,홍차추출액(홍차엽: 인도네시아산),백설탕,전지분유,유화제(자당지방산에스테르(P-1670)),유화제(글리세린호박산지방산에스테르),유화제(폴리글리세린지방산에스테르 SWA-10D),덱스트린(Max-1000),정제소금(국산),합성향료(홍차향 OT-48073),합성향료(홍차향 AF-16909),합성향료(홍차향 JL-36106),탄산수소나트륨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATD0700,두번째 우려낸 녹차만 담았다,전체,"녹차추출액(고형분0.72%, 녹차엽:국산)",비타민 C,탄산수소나트륨,정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHDE1500,오라떼 애플,전체,액상과당,혼합탈지분유,농축사과과즙,젖산칼슘,말토덱스트린,구연산,시클로덱스트린,대두다당류,사과향 FAC-5810,사과향 OT-16319,후르츠양 EL,구연산삼나트륨,칼슘카제인펩타이드,아와브레이크,아세설팜칼륨,수크랄로스,정제수,사과향(애플향 E-1813010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHDE1501,오라떼 오리지널,전체,정제수,액상과당,"혼합탈지분유(우유, 네덜란드산)","배농축과즙(고형분 70%,이스라엘산)",젖산칼슘,말토덱스트린,합성착향료,시클로덱스트린,구연산,대두다당류,구연산삼나트륨,CCP(우유),아와브레이크,합성감미료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHDE1502,오라떼 피치,전체,액상과당,혼합탈지분유,복숭아농축과실즙,젖산칼슘,말토덱스트린,시클로덱스트린,구연산,대두다당류,구연산삼나트륨,카제인칼슘펩타이드,아와브레이크H-01,아세설팜칼륨,수크랄로스,후르츠향 EL-90076,복숭아향 D70923,복숭아향 G-3515-RX,복숭아향 DL44741,정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSE1600,오란씨 오렌지,전체,백설탕,탄산가스,오렌지농축과즙(이스라엘산),비타민 C,구연산,메타인산나트륨,구연산삼나트륨,시트러스향(시트러스향 J-14),베타카로틴(고시형)(카로틴클라우디 OK-18895),락색소(락색소 LA-60),아세설팜칼륨,수크랄로스,난소화성말토덱스트린분말(고시형),오렌지향(E-1918076),오렌지향(G-5932-B),오렌지향(OT-50646),오렌지향(21902311),정제수,알룰로오스,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSE1601,오란씨 파인애플,전체,백설탕,탄산가스,파인애플농축과즙(베트남산),파인애플농축과즙(미국산),비타민 C,구연산,메타인산나트륨,시트러스향#1(시트러스향 J-14),아세설팜칼륨,수크랄로스,난소화성말토덱스트린분말(고시형),파인애플향(DO904128),파인애플향(FAC-30565),파인애플향(118209),파인애플향(OT-50651),천연향료(NAT Masking fl. JL-70181),정제수,정제소금(염화나트륨),알룰로오스,카로틴(CP-4753),,,,,,,,,,,,,,,,,,,,,,,,,,,
DTSE1800,오로나민C,전체,백설탕,액상과당,사양벌꿀,비타민 C,후르츠향(No.115835(액상)),구연산,카페인,비타민 B2,용성비타민P,비타민믹스,후루츠향(Fruits Flavor(분말)),탄산가스,정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
